source_sector_id,neighbor_sector_id,neighbor_rank,source_site_id,neighbor_site_id,is_same_site,distance_m,source_azimuth_deg,neighbor_azimuth_deg,source_target_azimuth_offset_deg,target_source_azimuth_offset_deg,ue_second_best_count,boundary_ue_second_best_count,rf_second_best_score,boundary_second_best_score,source_alignment_score,target_alignment_score,neighbor_score
1,5,1,1,2,0,800.415329707782,30,150,30,30,10,2,1,1,0.75,0.75,7.75
1,9,2,1,3,0,800.415329707782,30,270,30,30,6,2,0.6,1,0.75,0.75,6.15
1,3,3,1,1,1,0,30,270,120,120,3,0,0.3,0,0,0,1.35
1,6,4,1,2,0,800.415329707782,30,270,30,90,0,0,0,0,0.75,0.25,1.35
1,8,5,1,3,0,800.415329707782,30,150,30,90,0,0,0,0,0.75,0.25,1.35
1,12,6,1,4,0,800.415329707782,30,270,90,30,0,0,0,0,0.25,0.75,1.15
1,20,7,1,7,0,800.415329707782,30,150,90,30,0,0,0,0,0.25,0.75,1.15
1,4,8,1,2,0,800.415329707782,30,30,30,150,0,0,0,0,0.75,0,1.15
1,7,9,1,3,0,800.415329707782,30,30,30,150,0,0,0,0,0.75,0,1.15
1,13,10,1,5,0,800.415329707782,30,30,150,30,0,0,0,0,0,0.75,0.85
1,16,11,1,6,0,800.415329707782,30,30,150,30,0,0,0,0,0,0.75,0.85
1,10,12,1,4,0,800.415329707782,30,30,90,90,0,0,0,0,0.25,0.25,0.75
1,19,13,1,7,0,800.415329707782,30,30,90,90,0,0,0,0,0.25,0.25,0.75
1,2,14,1,1,1,0,30,150,120,120,1,0,0.1,0,0,0,0.55
1,11,15,1,4,0,800.415329707782,30,150,90,150,0,0,0,0,0.25,0,0.55
1,21,16,1,7,0,800.415329707782,30,270,90,150,0,0,0,0,0.25,0,0.55
1,15,17,1,5,0,800.415329707782,30,270,150,90,0,0,0,0,0,0.25,0.45
1,17,18,1,6,0,800.415329707782,30,150,150,90,0,0,0,0,0,0.25,0.45
1,14,19,1,5,0,800.415329707782,30,150,150,150,0,0,0,0,0,0,0.25
1,18,20,1,6,0,800.415329707782,30,270,150,150,0,0,0,0,0,0,0.25
2,12,1,1,4,0,800.415329707782,150,270,30,30,10,4,1,1,0.75,0.75,7.75
2,13,2,1,5,0,800.415329707782,150,30,30,30,4,1,0.4,0.25,0.75,0.75,3.85
2,1,3,1,1,1,0,150,30,120,120,5,2,0.5,0.5,0,0,3.15
2,10,4,1,4,0,800.415329707782,150,30,30,90,0,0,0,0,0.75,0.25,1.35
2,15,5,1,5,0,800.415329707782,150,270,30,90,0,0,0,0,0.75,0.25,1.35
2,9,6,1,3,0,800.415329707782,150,270,90,30,0,0,0,0,0.25,0.75,1.15
2,16,7,1,6,0,800.415329707782,150,30,90,30,0,0,0,0,0.25,0.75,1.15
2,11,8,1,4,0,800.415329707782,150,150,30,150,0,0,0,0,0.75,0,1.15
2,14,9,1,5,0,800.415329707782,150,150,30,150,0,0,0,0,0.75,0,1.15
2,5,10,1,2,0,800.415329707782,150,150,150,30,0,0,0,0,0,0.75,0.85
2,20,11,1,7,0,800.415329707782,150,150,150,30,0,0,0,0,0,0.75,0.85
2,8,12,1,3,0,800.415329707782,150,150,90,90,0,0,0,0,0.25,0.25,0.75
2,17,13,1,6,0,800.415329707782,150,150,90,90,0,0,0,0,0.25,0.25,0.75
2,7,14,1,3,0,800.415329707782,150,30,90,150,0,0,0,0,0.25,0,0.55
2,18,15,1,6,0,800.415329707782,150,270,90,150,0,0,0,0,0.25,0,0.55
2,6,16,1,2,0,800.415329707782,150,270,150,90,0,0,0,0,0,0.25,0.45
2,19,17,1,7,0,800.415329707782,150,30,150,90,0,0,0,0,0,0.25,0.45
2,4,18,1,2,0,800.415329707782,150,30,150,150,0,0,0,0,0,0,0.25
2,21,19,1,7,0,800.415329707782,150,270,150,150,0,0,0,0,0,0,0.25
2,3,20,1,1,1,0,150,270,120,120,0,0,0,0,0,0,0.15
3,16,1,1,6,0,800.415329707782,270,30,30,30,9,5,1,1,0.75,0.75,7.75
3,20,2,1,7,0,800.415329707782,270,150,30,30,5,1,0.555555555555556,0.2,0.75,0.75,4.37222222222222
3,2,3,1,1,1,0,270,150,120,120,2,2,0.222222222222222,0.4,0,0,1.83888888888889
3,1,4,1,1,1,0,270,30,120,120,3,0,0.333333333333333,0,0,0,1.48333333333333
3,17,5,1,6,0,800.415329707782,270,150,30,90,0,0,0,0,0.75,0.25,1.35
3,19,6,1,7,0,800.415329707782,270,30,30,90,0,0,0,0,0.75,0.25,1.35
3,5,7,1,2,0,800.415329707782,270,150,90,30,0,0,0,0,0.25,0.75,1.15
3,13,8,1,5,0,800.415329707782,270,30,90,30,0,0,0,0,0.25,0.75,1.15
3,18,9,1,6,0,800.415329707782,270,270,30,150,0,0,0,0,0.75,0,1.15
3,21,10,1,7,0,800.415329707782,270,270,30,150,0,0,0,0,0.75,0,1.15
3,9,11,1,3,0,800.415329707782,270,270,150,30,0,0,0,0,0,0.75,0.85
3,12,12,1,4,0,800.415329707782,270,270,150,30,0,0,0,0,0,0.75,0.85
3,6,13,1,2,0,800.415329707782,270,270,90,90,0,0,0,0,0.25,0.25,0.75
3,15,14,1,5,0,800.415329707782,270,270,90,90,0,0,0,0,0.25,0.25,0.75
3,4,15,1,2,0,800.415329707782,270,30,90,150,0,0,0,0,0.25,0,0.55
3,14,16,1,5,0,800.415329707782,270,150,90,150,0,0,0,0,0.25,0,0.55
3,8,17,1,3,0,800.415329707782,270,150,150,90,0,0,0,0,0,0.25,0.45
3,10,18,1,4,0,800.415329707782,270,30,150,90,0,0,0,0,0,0.25,0.45
3,7,19,1,3,0,800.415329707782,270,30,150,150,0,0,0,0,0,0,0.25
3,11,20,1,4,0,800.415329707782,270,150,150,150,0,0,0,0,0,0,0.25
4,5,1,2,2,1,0,30,150,120,120,9,4,1,1,0,0,6.15
4,1,2,2,1,0,800.415329707782,30,30,150,30,7,0,0.777777777777778,0,0,0.75,3.96111111111111
4,19,3,2,7,0,800.415329707782,30,30,150,30,6,0,0.666666666666667,0,0,0.75,3.51666666666667
4,6,4,2,2,1,0,30,270,120,120,4,1,0.444444444444444,0.25,0,0,2.42777777777778
4,9,5,2,3,0,800.415329707782,30,270,90,30,0,0,0,0,0.25,0.75,1.15
4,16,6,2,6,0,1386.36001821087,30,30,180,0,0,0,0,0,0,1,0.983012701892219
4,13,7,2,5,0,1600.83065941556,30,30,150,30,0,0,0,0,0,0.75,0.766666666666667
4,7,8,2,3,0,800.415329707782,30,30,90,90,0,0,0,0,0.25,0.25,0.75
4,10,9,2,4,0,1386.36001821087,30,30,120,60,0,0,0,0,0,0.5,0.583012701892219
4,12,10,2,4,0,1386.36001821087,30,270,120,60,0,0,0,0,0,0.5,0.583012701892219
4,8,11,2,3,0,800.415329707782,30,150,90,150,0,0,0,0,0.25,0,0.55
4,3,12,2,1,0,800.415329707782,30,270,150,90,0,0,0,0,0,0.25,0.45
4,20,13,2,7,0,800.415329707782,30,150,150,90,0,0,0,0,0,0.25,0.45
4,15,14,2,5,0,1600.83065941556,30,270,150,90,0,0,0,0,0,0.25,0.366666666666667
4,2,15,2,1,0,800.415329707782,30,150,150,150,0,0,0,0,0,0,0.25
4,21,16,2,7,0,800.415329707782,30,270,150,150,0,0,0,0,0,0,0.25
4,11,17,2,4,0,1386.36001821087,30,150,120,180,0,0,0,0,0,0,0.183012701892219
4,17,18,2,6,0,1386.36001821087,30,150,180,120,0,0,0,0,0,0,0.183012701892219
4,18,19,2,6,0,1386.36001821087,30,270,180,120,0,0,0,0,0,0,0.183012701892219
4,14,20,2,5,0,1600.83065941556,30,150,150,150,0,0,0,0,0,0,0.166666666666667
5,1,1,2,1,0,800.415329707782,150,30,30,30,9,5,1,1,0.75,0.75,7.75
5,9,2,2,3,0,800.415329707782,150,270,30,30,4,2,0.444444444444444,0.4,0.75,0.75,4.32777777777778
5,4,3,2,2,1,0,150,30,120,120,6,2,0.666666666666667,0.4,0,0,3.61666666666667
5,10,4,2,4,0,1386.36001821087,150,30,0,60,0,0,0,0,1,0.5,1.78301270189222
5,12,5,2,4,0,1386.36001821087,150,270,0,60,0,0,0,0,1,0.5,1.78301270189222
5,13,6,2,5,0,1600.83065941556,150,30,30,30,0,0,0,0,0.75,0.75,1.66666666666667
5,16,7,2,6,0,1386.36001821087,150,30,60,0,0,0,0,0,0.5,1,1.58301270189222
5,11,8,2,4,0,1386.36001821087,150,150,0,180,0,0,0,0,1,0,1.38301270189222
5,3,9,2,1,0,800.415329707782,150,270,30,90,0,0,0,0,0.75,0.25,1.35
5,7,10,2,3,0,800.415329707782,150,30,30,90,0,0,0,0,0.75,0.25,1.35
5,15,11,2,5,0,1600.83065941556,150,270,30,90,0,0,0,0,0.75,0.25,1.26666666666667
5,19,12,2,7,0,800.415329707782,150,30,90,30,0,0,0,0,0.25,0.75,1.15
5,2,13,2,1,0,800.415329707782,150,150,30,150,0,0,0,0,0.75,0,1.15
5,8,14,2,3,0,800.415329707782,150,150,30,150,0,0,0,0,0.75,0,1.15
5,14,15,2,5,0,1600.83065941556,150,150,30,150,0,0,0,0,0.75,0,1.06666666666667
5,17,16,2,6,0,1386.36001821087,150,150,60,120,0,0,0,0,0.5,0,0.783012701892219
5,18,17,2,6,0,1386.36001821087,150,270,60,120,0,0,0,0,0.5,0,0.783012701892219
5,20,18,2,7,0,800.415329707782,150,150,90,90,0,0,0,0,0.25,0.25,0.75
5,21,19,2,7,0,800.415329707782,150,270,90,150,0,0,0,0,0.25,0,0.55
5,6,20,2,2,1,0,150,270,120,120,0,0,0,0,0,0,0.15
6,19,1,2,7,0,800.415329707782,270,30,30,30,21,8,1,1,0.75,0.75,7.75
6,16,2,2,6,0,1386.36001821087,270,30,60,0,0,0,0,0,0.5,1,1.58301270189222
6,20,3,2,7,0,800.415329707782,270,150,30,90,0,0,0,0,0.75,0.25,1.35
6,5,4,2,2,1,0,270,150,120,120,3,2,0.142857142857143,0.25,0,0,1.22142857142857
6,1,5,2,1,0,800.415329707782,270,30,90,30,0,0,0,0,0.25,0.75,1.15
6,21,6,2,7,0,800.415329707782,270,270,30,150,0,0,0,0,0.75,0,1.15
6,13,7,2,5,0,1600.83065941556,270,30,90,30,0,0,0,0,0.25,0.75,1.06666666666667
6,9,8,2,3,0,800.415329707782,270,270,150,30,0,0,0,0,0,0.75,0.85
6,17,9,2,6,0,1386.36001821087,270,150,60,120,0,0,0,0,0.5,0,0.783012701892219
6,18,10,2,6,0,1386.36001821087,270,270,60,120,0,0,0,0,0.5,0,0.783012701892219
6,4,11,2,2,1,0,270,30,120,120,2,1,0.0952380952380952,0.125,0,0,0.780952380952381
6,3,12,2,1,0,800.415329707782,270,270,90,90,0,0,0,0,0.25,0.25,0.75
6,15,13,2,5,0,1600.83065941556,270,270,90,90,0,0,0,0,0.25,0.25,0.666666666666667
6,10,14,2,4,0,1386.36001821087,270,30,120,60,0,0,0,0,0,0.5,0.583012701892219
6,12,15,2,4,0,1386.36001821087,270,270,120,60,0,0,0,0,0,0.5,0.583012701892219
6,2,16,2,1,0,800.415329707782,270,150,90,150,0,0,0,0,0.25,0,0.55
6,14,17,2,5,0,1600.83065941556,270,150,90,150,0,0,0,0,0.25,0,0.466666666666667
6,7,18,2,3,0,800.415329707782,270,30,150,90,0,0,0,0,0,0.25,0.45
6,8,19,2,3,0,800.415329707782,270,150,150,150,0,0,0,0,0,0,0.25
6,11,20,2,4,0,1386.36001821087,270,150,120,180,0,0,0,0,0,0,0.183012701892219
7,8,1,3,3,1,0,30,150,120,120,11,2,1,1,0,0,6.15
7,10,2,3,4,0,800.415329707782,30,30,150,30,9,0,0.818181818181818,0,0,0.75,4.12272727272727
7,1,3,3,1,0,800.415329707782,30,30,150,30,5,0,0.454545454545455,0,0,0.75,2.66818181818182
7,9,4,3,3,1,0,30,270,120,120,2,1,0.181818181818182,0.5,0,0,1.87727272727273
7,5,5,3,2,0,800.415329707782,30,150,90,30,0,0,0,0,0.25,0.75,1.15
7,13,6,3,5,0,1386.36001821087,30,30,180,0,0,0,0,0,0,1,0.983012701892219
7,16,7,3,6,0,1600.83065941556,30,30,150,30,0,0,0,0,0,0.75,0.766666666666667
7,4,8,3,2,0,800.415329707782,30,30,90,90,0,0,0,0,0.25,0.25,0.75
7,19,9,3,7,0,1386.36001821087,30,30,120,60,0,0,0,0,0,0.5,0.583012701892219
7,20,10,3,7,0,1386.36001821087,30,150,120,60,0,0,0,0,0,0.5,0.583012701892219
7,6,11,3,2,0,800.415329707782,30,270,90,150,0,0,0,0,0.25,0,0.55
7,2,12,3,1,0,800.415329707782,30,150,150,90,0,0,0,0,0,0.25,0.45
7,12,13,3,4,0,800.415329707782,30,270,150,90,0,0,0,0,0,0.25,0.45
7,17,14,3,6,0,1600.83065941556,30,150,150,90,0,0,0,0,0,0.25,0.366666666666667
7,3,15,3,1,0,800.415329707782,30,270,150,150,0,0,0,0,0,0,0.25
7,11,16,3,4,0,800.415329707782,30,150,150,150,0,0,0,0,0,0,0.25
7,14,17,3,5,0,1386.36001821087,30,150,180,120,0,0,0,0,0,0,0.183012701892219
7,15,18,3,5,0,1386.36001821087,30,270,180,120,0,0,0,0,0,0,0.183012701892219
7,21,19,3,7,0,1386.36001821087,30,270,120,180,0,0,0,0,0,0,0.183012701892219
7,18,20,3,6,0,1600.83065941556,30,270,150,150,0,0,0,0,0,0,0.166666666666667
8,10,1,3,4,0,800.415329707782,150,30,30,30,21,5,1,1,0.75,0.75,7.75
8,7,2,3,3,1,0,150,30,120,120,7,1,0.333333333333333,0.2,0,0,1.88333333333333
8,13,3,3,5,0,1386.36001821087,150,30,60,0,0,0,0,0,0.5,1,1.58301270189222
8,12,4,3,4,0,800.415329707782,150,270,30,90,0,0,0,0,0.75,0.25,1.35
8,9,5,3,3,1,0,150,270,120,120,2,2,0.0952380952380952,0.4,0,0,1.33095238095238
